Código do Programa,Programa,Nome,Área de Concentração,Data de Início,Data de Fim
33002010188P9,BIOINFORMÁTICA,EVOLUÇÃO MOLECULAR,BIOINFORMÁTICA,01/01/2017,-
33002010188P9,BIOINFORMÁTICA,ANÁLISE DE MICROBIOMAS,BIOINFORMÁTICA,01/01/2017,-
33002010188P9,BIOINFORMÁTICA,BIOLOGIA ESTRUTURAL E MODELAGEM MOLECULAR,BIOINFORMÁTICA,01/01/2017,-
33002010188P9,BIOINFORMÁTICA,ANÁLISE DE IMAGENS E SINAIS,BIOINFORMÁTICA,01/01/2017,-
33002010188P9,BIOINFORMÁTICA,GENÔMICA DE PROCARIOTOS E EUCARIOTOS,BIOINFORMÁTICA,01/01/2017,-
33002010188P9,BIOINFORMÁTICA,"ALVOS TERAPÊUTICOS E BIOMARCADORES DE DIAGNÓSTICO, PROGNÓSTICO E TRATAMENTO",BIOINFORMÁTICA,01/01/2017,-
33002010190P3,ENGENHARIA DE SISTEMAS LOGÍSTICOS,"MODELAGEM, PROJETOS E ANÁLISE DE SISTEMAS LOGÍSTICOS",ENGENHARIA DE SISTEMAS LOGÍSTICOS,01/01/2012,-
33002010190P3,ENGENHARIA DE SISTEMAS LOGÍSTICOS,"PLANEJAMENTO, GESTÃO E OPERAÇÃO DE SISTEMAS LOGÍSTICOS",ENGENHARIA DE SISTEMAS LOGÍSTICOS,01/01/2012,-
33002010191P0,QUIMICA,ESPECTROSCOPIA MOLECULAR,FÍSICO-QUÍMICA,01/01/2012,-
33002010191P0,QUIMICA,PREPARAÇÃO DE AMOSTRAS,QUÍMICA ANALÍTICA,01/01/2012,-
33002010191P0,QUIMICA,ENSINO DE QUÍMICA,QUÍMICA ORGÂNICA,01/01/2012,-
33002010191P0,QUIMICA,NANOTECNOLOGIA E QUÍMICA SUPRAMOLECULAR,QUÍMICA INORGÂNICA,01/01/2012,-
33002010191P0,QUIMICA,METALOFÁRMACOS,QUÍMICA INORGÂNICA,01/01/2012,-
33002010191P0,QUIMICA,"MÉTODOS DE SEPARAÇÃO: EXTRAÇÃO, CROMATOGRAFIA E ELETROFORESE",QUÍMICA ANALÍTICA,01/01/2012,-
33002010191P0,QUIMICA,"QUÍMICA ELETROANALÍTICA: SENSORES, BIOSSENSORES, MÉTODOS E APLICAÇÕES",QUÍMICA ANALÍTICA,01/01/2012,-
33002010191P0,QUIMICA,SÍNTESE ORGÂNICA,QUÍMICA ORGÂNICA,01/01/2012,-
33002010191P0,QUIMICA,QUÍMICA DE PRODUTOS NATURAIS,QUÍMICA ORGÂNICA,01/01/2012,-
33002010191P0,QUIMICA,ESTRUTURA E PROPRIEDADE EM QUÍMICA,QUÍMICA,30/12/2024,-
33002010191P0,QUIMICA,QUÍMICA BIOLÓGICA,QUÍMICA INORGÂNICA,01/01/2018,-
33002010191P0,QUIMICA,ANÁLISE E AUTOMAÇÃO,QUÍMICA ANALÍTICA,01/01/2018,-
33002010191P0,QUIMICA,SÍNTESE,QUÍMICA ORGÂNICA,01/01/2018,-
33002010191P0,QUIMICA,QUÍMICA COMPUTACIONAL,FÍSICO-QUÍMICA,01/01/2018,-
33002010191P0,QUIMICA,"CATÁLISE, QUÍMICA VERDE E AMBIENTAL",QUÍMICA INORGÂNICA,01/01/2018,-
33002010191P0,QUIMICA,ENSINO,QUÍMICA ANALÍTICA,01/01/2018,-
33002010191P0,QUIMICA,ESPECTROSCOPIA E ESPECTROMETRIA,FÍSICO-QUÍMICA,01/01/2018,-
33002010191P0,QUIMICA,PRODUTOS NATURAIS E ECOLOGIA,QUÍMICA ORGÂNICA,01/01/2018,-
33002010191P0,QUIMICA,FOTOCIÊNCIA,QUÍMICA ORGÂNICA,01/01/2018,-
33002010191P0,QUIMICA,CIÊNCIAS DOS MATERIAIS,QUÍMICA INORGÂNICA,01/01/2018,-
33002010191P0,QUIMICA,ELETROQUÍMICA,FÍSICO-QUÍMICA,01/01/2018,-
33002010191P0,QUIMICA,EDUCAÇÃO E DIVULGAÇÃO EM QUÍMICA,QUÍMICA,30/12/2024,-
33002010191P0,QUIMICA,"SAÚDE, MEIO AMBIENTE E SUSTENTABILIDADE",QUÍMICA,30/12/2024,-
33002010191P0,QUIMICA,"ANÁLISE, AUTOMAÇÃO E PROCESSOS DE SEPARAÇÃO",QUÍMICA,30/12/2024,-
33002010191P0,QUIMICA,MATERIAIS AVANÇADOS E ENERGIA,QUÍMICA,30/12/2024,-
33002010191P0,QUIMICA,"SÍNTESE, CATÁLISE E OTIMIZAÇÃO DE PROCESSOS QUÍMICOS",QUÍMICA,30/12/2024,-
33002010192P6,ENGENHARIA AUTOMOTIVA,A - DESENVOLVIMENTO E PROJETO DO VEÍCULO,ENGENHARIA AUTOMOTIVA,01/01/2012,-
33002010192P6,ENGENHARIA AUTOMOTIVA,B - PROCESSOS DE MANUFATURA,ENGENHARIA AUTOMOTIVA,01/01/2012,-
33002010192P6,ENGENHARIA AUTOMOTIVA,C - GESTÃO ORGANIZACIONAL E FATORES HUMANOS,ENGENHARIA AUTOMOTIVA,01/01/2012,-
33002010194P9,CIÊNCIAS DA REABILITAÇÃO,FUNÇÃO E DISFUNÇÃO EM FISIOTERAPIA,CIÊNCIAS DA REABILITAÇÃO,18/06/2011,-
33002010194P9,CIÊNCIAS DA REABILITAÇÃO,LINGUAGEM,CIÊNCIAS DA REABILITAÇÃO,18/06/2011,-
33002010194P9,CIÊNCIAS DA REABILITAÇÃO,AUDIÇÃO,CIÊNCIAS DA REABILITAÇÃO,18/06/2011,-
33002010194P9,CIÊNCIAS DA REABILITAÇÃO,INTERVENÇÃO SOCIAL EM TERAPIA OCUPACIONAL,CIÊNCIAS DA REABILITAÇÃO,18/06/2011,-
33002010195P5,CIÊNCIA DA INFORMAÇÃO,GESTÃO DE DISPOSITIVOS DE INFORMAÇÃO,CULTURA E INFORMAÇÃO,01/01/2012,-
33002010195P5,CIÊNCIA DA INFORMAÇÃO,APROPRIAÇÃO SOCIAL DA INFORMAÇÃO,CULTURA E INFORMAÇÃO,01/01/2012,-
33002010195P5,CIÊNCIA DA INFORMAÇÃO,ORGANIZAÇÃO DA INFORMAÇÃO E DO CONHECIMENTO,CULTURA E INFORMAÇÃO,01/01/2012,-
33002010198P4,ARTES VISUAIS,MULTIMEIOS,POÉTICAS VISUAIS,01/01/2012,-
33002010198P4,ARTES VISUAIS,"HISTÓRIA, CRÍTICA E TEORIA DA ARTE","TEORIA, ENSINO E APRENDIZAGEM DA ARTE",01/01/2012,-
33002010198P4,ARTES VISUAIS,PROCESSOS DE CRIAÇÃO EM ARTES VISUAIS,POÉTICAS VISUAIS,01/01/2012,-
33002010198P4,ARTES VISUAIS,FUNDAMENTOS DO ENSINO E APRENDIZAGEM DA ARTE,"TEORIA, ENSINO E APRENDIZAGEM DA ARTE",01/01/2012,-
33002010199P0,NUTRIÇÃO EM SAÚDE PÚBLICA,POLÍTICAS PÚBLICAS E INTERVENÇÕES EM ALIMENTAÇÃO E NUTRIÇÃO,NUTRIÇÃO EM SAÚDE PÚBLICA,01/01/2018,-
33002010199P0,NUTRIÇÃO EM SAÚDE PÚBLICA,"ALIMENTAÇÃO, AMBIENTE E SOCIEDADE",NUTRIÇÃO EM SAÚDE PÚBLICA,01/01/2018,-
33002010199P0,NUTRIÇÃO EM SAÚDE PÚBLICA,EPIDEMIOLOGIA NUTRICIONAL,NUTRIÇÃO EM SAÚDE PÚBLICA,01/01/2018,-
33002010200P9,ARTES CÊNICAS,TEXTO CENA,TEORIA E PRÁTICA DO TEATRO,01/01/2012,-
33002010200P9,ARTES CÊNICAS,TEATRO E EDUCAÇÃO,PEDAGOGIA DO TEATRO,01/01/2012,-
33002010200P9,ARTES CÊNICAS,HISTÓRIA DO TEATRO,TEORIA E PRÁTICA DO TEATRO,01/01/2012,-
33002010200P9,ARTES CÊNICAS,FORMAÇÃO DO ARTISTA TEATRAL,PEDAGOGIA DO TEATRO,01/01/2012,-
33002010200P9,ARTES CÊNICAS,"TEATRALIDADES E PERFORMATIVIDADES: CRIAÇÃO, PENSAMENTO E PERCURSOS",ARTES CÊNICAS,01/01/2023,-
33002010200P9,ARTES CÊNICAS,"PRÁTICAS, PROCESSOS E MEIOS NAS ARTES CÊNICAS",ARTES CÊNICAS,01/01/2023,-
33002010200P9,ARTES CÊNICAS,HISTORIA E TEORIA DAS ARTES CÊNICAS NO BRASIL,ARTES CÊNICAS,01/01/2023,-
33002010200P9,ARTES CÊNICAS,"CORPOREIDADES, MEMÓRIAS E REPRESENTAÇÕES CÊNICAS CONTEMPORÂNEAS",ARTES CÊNICAS,01/01/2023,-
33002010200P9,ARTES CÊNICAS,ARTES CÊNICAS E EDUCAÇÃO,ARTES CÊNICAS,01/01/2023,-
33002010202P1,(MEDICINA) TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,FISIOPATOLOGIA E ESTRATÉGIAS TERAPÊUTICAS NAS SÍNDROMES CORONÁRIAS AGUDAS,MEDICINA TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,02/01/2007,-
33002010202P1,(MEDICINA) TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,FARMACOLOGIA CARDIOVASCULAR (INCLUINDO BIOLOGIA MOLECULAR) E TRATAMENTO DAS ARRITMIAS CARDÍACAS,MEDICINA TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,02/01/2007,-
33002010202P1,(MEDICINA) TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,EPIDEMIOLOGIA CARDIOVASCULAR,MEDICINA TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,02/01/2007,-
33002010202P1,(MEDICINA) TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,TERAPÊUTICA INTERVENCIONISTA CARDIOVASCULAR,MEDICINA TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,02/01/2007,-
33002010202P1,(MEDICINA) TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,IMAGENS INVASIVAS E NÃO INVASIVAS EM MEDICINA CARDIOVASCULAR DE ADULTOS E EM CARDIOLOGIA PEDIÁTRICA,MEDICINA TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,02/01/2007,-
33002010202P1,(MEDICINA) TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,CIRURGIA CARDIOVASCULAR E TECNOLOGIA APLICADA AO APARELHO CIRCULATÓRIO,MEDICINA TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,02/01/2007,-
33002010203P8,MÚSICA,QUESTÕES INTERPRETATIVAS,PROCESSOS DE CRIAÇÃO MUSICAL,01/01/2012,-
33002010203P8,MÚSICA,TEORIA E ANÁLISE MUSICAL,MUSICOLOGIA,01/01/2012,-
33002010203P8,MÚSICA,MUSICOLOGIA E ETNOMUSICOLOGIA,MUSICOLOGIA,01/01/2012,-
33002010203P8,MÚSICA,"MÚSICA E EDUCAÇÃO:PROCESSOS DE CRIAÇÃO, ENSINO E APRENDIZAGEM",PROCESSOS DE CRIAÇÃO MUSICAL,01/01/2012,-
33002010203P8,MÚSICA,PERFORMANCE,PROCESSOS DE CRIAÇÃO MUSICAL,01/01/2012,-
33002010203P8,MÚSICA,SONOLOGIA: CRIAÇÃO E PRODUÇÃO SONORA,PROCESSOS DE CRIAÇÃO MUSICAL,01/01/2012,-
33002010204P4,MEDICINA TROPICAL,MECANISMO DE INTERAÇÃO PATÓGENO-HOSPEDEIRO EM DOENÇAS TROPICAIS E SAÚDE INTERNACIONAL,DOENÇAS TROPICAIS E SAÚDE INTERNACIONAL,01/01/2012,-
33002010204P4,MEDICINA TROPICAL,"MÉTODOS SOROLÓGICOS, BIOLÓGICOS E MOLECULARES NO CONTEXTO DAS DOENÇAS TROPICAIS E SAÚDE INTERNACIONAL",DOENÇAS TROPICAIS E SAÚDE INTERNACIONAL,01/01/2012,-
33002010204P4,MEDICINA TROPICAL,EPIDEMIOLOGIA E CONTROLE DAS DOENÇAS TROPICAIS E SAÚDE INTERNACIONAL,DOENÇAS TROPICAIS E SAÚDE INTERNACIONAL,01/01/2012,-
33002010204P4,MEDICINA TROPICAL,ESTUDO DA DIVERSIDADE DE PATÓGENOS E HOSPEDEIROS EM DOENÇAS TROPICAIS E SAÚDE INTERNACIONAL,DOENÇAS TROPICAIS E SAÚDE INTERNACIONAL,01/01/2012,-
33002010208P0,RELAÇÕES INTERNACIONAIS,ECONOMIA POLÍTICA INTERNACIONAL,RELAÇÕES INTERNACIONAIS,01/01/2012,-
33002010208P0,RELAÇÕES INTERNACIONAIS,GOVERNANÇA E HISTÓRIA DAS RELAÇÕES INTERNACIONAIS,RELAÇÕES INTERNACIONAIS,01/01/2019,-
33002010208P0,RELAÇÕES INTERNACIONAIS,POLÍTICA EXTERNA E INSTITUIÇÕES,RELAÇÕES INTERNACIONAIS,01/01/2019,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,CONTROLE DO METABOLISMO ENERGÉTICO E DA INGESTÃO ALIMENTAR,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,FARMACOLOGIA DE PRODUTOS NATURAIS E SINTÉTICOS,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,"FISIOLOGIA E FARMACOLOGIA DA DOR, DA INFLAMAÇÃO E DA REPARAÇÃO TECIDUAL",FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,NEUROFISIOLOGIA E COMPORTAMENTO,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,REGULAÇÃO DO EQUILÍBRIO HIDROELETROLÍTICO,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,SINALIZAÇÃO INTRACELULAR,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,FISIOECOLOGIA DE ANIMAIS AQUÁTICOS E TERRESTRES,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,FISIOLOGIA DO EXERCÍCIO FÍSICO,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,FISIOLOGIA ENDÓCRINA,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,NEUROIMUNOENDOCRINOLOGIA,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,REGULAÇÃO DA FUNÇÃO RESPIRATÓRIA,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,FISIOLOGIA DO SISTEMA CARDIOVASCULAR,FISIOLOGIA,01/01/2012,-
33147019001P2,MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS,ENSINO DE FISIOLOGIA E DIVULGAÇÃO CIENTÍFICA,FISIOLOGIA,10/02/2017,-
33002010209P6,ENGENHARIA DE ALIMENTOS,"ENGENHARIA DE PROCESSOS, BIOTECNOLOGIA E MICROBIOLOGIA NA INDÚSTRIA DE ALIMENTOS",CIÊNCIAS DA ENGENHARIA DE ALIMENTOS,02/01/2017,-
33002010209P6,ENGENHARIA DE ALIMENTOS,TECNOLOGIAS EMERGENTES EM ENGENHARIA DE ALIMENTOS,CIÊNCIAS DA ENGENHARIA DE ALIMENTOS,02/01/2017,-
33002010210P4,CULTURAS E IDENTIDADES BRASILEIRAS,"BRASIL: TENSÕES, RUPTURAS E CONTINUIDADES ENTRE PASSADO, PRESENTE E FUTURO",ESTUDOS BRASILEIROS,02/10/2015,-
33002010210P4,CULTURAS E IDENTIDADES BRASILEIRAS,"BRASIL: A REALIDADE DA CRIAÇÃO, A CRIAÇÃO DA REALIDADE",ESTUDOS BRASILEIROS,01/01/2009,-
33002010211P0,Modelagem de Sistemas Complexos,FUNDAMENTOS DE SISTEMAS COMPLEXOS,SISTEMAS COMPLEXOS,01/01/2012,-
33002010211P0,Modelagem de Sistemas Complexos,"CIÊNCIAS DA SAÚDE, SOCIAIS E AMBIENTAIS APLICADAS",SISTEMAS COMPLEXOS,01/01/2012,-
33002010211P0,Modelagem de Sistemas Complexos,CIÊNCIA DE DADOS,SISTEMAS COMPLEXOS,01/01/2019,-
33002010212P7,Meios e Processos Audiovisuais,POÉTICAS E TÉCNICAS,MEIOS E PROCESSOS AUDIOVISUAIS,01/01/2012,-
33002010212P7,Meios e Processos Audiovisuais,"HISTÓRIA, TEORIA E CRÍTICA",MEIOS E PROCESSOS AUDIOVISUAIS,01/01/2012,-
33002010212P7,Meios e Processos Audiovisuais,CULTURA AUDIOVISUAL E COMUNICAÇÃO,MEIOS E PROCESSOS AUDIOVISUAIS,01/01/2012,-
33002010212P7,Meios e Processos Audiovisuais,"CULTURA AUDIOVISUAL: POÉTICAS, PROCESSOS, POLÍTICAS",MEIOS E PROCESSOS AUDIOVISUAIS,26/02/2025,-
33002010212P7,Meios e Processos Audiovisuais,"CULTURA AUDIOVISUAL: HISTÓRIA, TEORIA, CRÍTICA",MEIOS E PROCESSOS AUDIOVISUAIS,26/02/2025,-
33002010213P3,Gerenciamento em Enfermagem,GERENCIAMENTO DE AÇÕES E DE SERVIÇOS DE ENFERMAGEM,FUND. E PRÁTICAS DE GERENCIAMENTO EM ENFERMAGEM E EM SAÚDE,01/01/2012,-
33002010213P3,Gerenciamento em Enfermagem,FORMAÇÃO E GERENCIAMENTO DE RECURSOS HUMANOS EM ENFERMAGEM E EM SAÚDE,FUND. E PRÁTICAS DE GERENCIAMENTO EM ENFERMAGEM E EM SAÚDE,01/01/2012,-
33002010214P0,Sistemas de Informação,GESTÃO E DESENVOLVIMENTO DE SISTEMAS,METODOLOGIA E TÉCNICAS DA COMPUTAÇÃO,01/01/2013,-
33002010214P0,Sistemas de Informação,INTELIGÊNCIA DE SISTEMAS,METODOLOGIA E TÉCNICAS DA COMPUTAÇÃO,01/01/2013,-
31075010001P2,Matemática em Rede Nacional,FORMAÇÃO DE PROFESSORES DE MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,DIVULGAÇÃO E POPULARIZAÇÃO DA MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,MATEMÁTICA NA EDUCAÇÃO BÁSICA E SUAS TECNOLOGIAS,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
33002010216P2,Estudos Judaicos e Arabes,ESTUDOS LINGUÍSTICOS DO ÁRABE,ESTUDOS ÁRABES,01/01/2012,-
33002010216P2,Estudos Judaicos e Arabes,TRADUÇÃO E ESTUDO CRÍTICOS DE FONTES ÁRABES,ESTUDOS ÁRABES,01/01/2012,-
33002010216P2,Estudos Judaicos e Arabes,RELAÇÃO DA CULTURA ÁRABE COM AS DEMAIS CULTURAS ANTIGAS,ESTUDOS ÁRABES,01/01/2012,-
33002010216P2,Estudos Judaicos e Arabes,"JUDAÍSMO CONTEMPORÂNEO: IMIGRAÇÃO, IDENTIDADE, PENSAMENTO JUDAICO E ANTI-SEMITISMO.",ESTUDOS JUDAICOS,01/01/2012,-
33002010216P2,Estudos Judaicos e Arabes,LÍNGUA HEBRAICA,ESTUDOS JUDAICOS,01/01/2012,-
33002010216P2,Estudos Judaicos e Arabes,LITERATURA HEBRAICA,ESTUDOS JUDAICOS,01/01/2012,-
33002010216P2,Estudos Judaicos e Arabes,ESTUDOS ÁRABES E ISLÂMICOS MEDIEVAIS,ESTUDOS ÁRABES,01/01/2012,-
33002010216P2,Estudos Judaicos e Arabes,ESTUDOS ÁRABES E ISLÂMICOS CONTEMPORÂNEOS,ESTUDOS ÁRABES,01/01/2012,-
33002010216P2,Estudos Judaicos e Arabes,LITERATURA JUDAICA E OUTRAS LITERATURAS E LINGUAGENS ARTÍSTICAS,ESTUDOS JUDAICOS,01/01/2012,-
33002010216P2,Estudos Judaicos e Arabes,ESTUDOS DA BÍBLIA HEBRAICA,ESTUDOS JUDAICOS,01/01/2012,-
33002010217P9,Estudos Culturais,"CULTURA, EDUCAÇÃO E SAÚDE",ESTUDOS CULTURAIS,01/01/2012,-
33002010217P9,Estudos Culturais,CRÍTICA DA CULTURA,ESTUDOS CULTURAIS,01/01/2012,-
33002010217P9,Estudos Culturais,CULTURA E CIÊNCIA,ESTUDOS CULTURAIS,01/01/2012,-
33002010217P9,Estudos Culturais,"CULTURA, POLÍTICA E IDENTIDADES",ESTUDOS CULTURAIS,01/01/2012,-
33002010218P5,Mudança Social e Participação Política,"DIMENSÃO SOCIOAMBIENTAL, PATRIMÔNIO E POLÍTICAS TERRITORIAIS",MUDANÇA SOCIAL E PARTICIPAÇÃO POLÍTICA,01/01/2018,-
33002010218P5,Mudança Social e Participação Política,POLÍTICAS PÚBLICAS E GESTÃO PARTICIPATIVA,MUDANÇA SOCIAL E PARTICIPAÇÃO POLÍTICA,01/01/2018,-
33002010218P5,Mudança Social e Participação Política,"ARTE, MÍDIA E SOCIEDADE",MUDANÇA SOCIAL E PARTICIPAÇÃO POLÍTICA,26/10/2023,-
33002010218P5,Mudança Social e Participação Política,"EDUCAÇÃO, SAÚDE E MARCADORES SOCIAIS DA DIFERENÇA",MUDANÇA SOCIAL E PARTICIPAÇÃO POLÍTICA,26/10/2023,-
33002010219P1,Oceanografia,ESTRUTURA E FUNCIONAMENTO DE ECOSSISTEMAS MARINHOS,OCEANOGRAFIA BIOLÓGICA,01/01/2012,-
33002010219P1,Oceanografia,"USOS, IMPACTOS E GESTÃO DE RECURSOS E ECOSSISTEMAS MARINHOS",OCEANOGRAFIA BIOLÓGICA,01/01/2012,-
33002010219P1,Oceanografia,DINÂMICA DA PLATAFORMA CONTINENTAL E DE ESTUÁRIOS,OCEANOGRAFIA FÍSICA,01/01/2012,-
33002010219P1,Oceanografia,BIOGEOQUÍMICA MARINHA E DINÂMICA DE INTERFACES,OCEANOGRAFIA QUÍMICA,01/01/2012,-
33002010219P1,Oceanografia,CIRCULAÇÃO OCEÂNICA EM GRANDE E MESO-ESCALAS,OCEANOGRAFIA FÍSICA,01/01/2012,-
33002010219P1,Oceanografia,SEDIMENTAÇÃO MARINHA,OCEANOGRAFIA GEOLÓGICA,01/01/2012,-
33002010219P1,Oceanografia,EVOLUÇÃO DOS FUNDOS MARINHOS E PALEOCEANOGRAFIA,OCEANOGRAFIA GEOLÓGICA,01/01/2012,-
33002010219P1,Oceanografia,QUÍMICA ORGÂNICA MARINHA,OCEANOGRAFIA QUÍMICA,01/01/2012,-
33002010220P0,TÊXTIL E MODA,MATERIAIS E PROCESSOS TÊXTEIS,TÊXTIL E MODA,01/01/2012,-
33002010220P0,TÊXTIL E MODA,PROJETO DE TÊXTIL E MODA,TÊXTIL E MODA,01/01/2012,-
33002010221P6,"Sistemática, Taxonomia Animal e Biodiversidade",TAXONOMIA E BIODIVERSIDADE ANIMAL,"SISTEMÁTICA, TAXONOMIA ANIMAL E BIODIVERSIDADE",01/01/2012,-
33002010221P6,"Sistemática, Taxonomia Animal e Biodiversidade",FILOGENIA E EVOLUÇÃO,"SISTEMÁTICA, TAXONOMIA ANIMAL E BIODIVERSIDADE",01/01/2017,-
33002010222P2,Ciências em Gastroenterologia,"02. ESTUDOS EPIDEMIOLÓGICOS, DE MECANISMOS INFLAMATÓRIOS, INFECCIOSOS, IMUNOLÓGICOS E GENÉTICOS DAS DOENÇAS DO APARELHO DIGESTIVO",CIÊNCIAS EM GASTROENTEROLOGIA,02/01/2017,-
33002010222P2,Ciências em Gastroenterologia,04. MECANISMOS DOS DISTÚRBIOS DA ATIVIDADE PERISTÁLTICA GASTROINTESTINAL,CIÊNCIAS EM GASTROENTEROLOGIA,02/01/2017,-
33002010222P2,Ciências em Gastroenterologia,01. ASPECTOS CLÍNICOS E MOLECULARES SOBRE HISTÓRIA NATURAL E COMPORTAMENTO BIOLÓGICO DO CÂNCER DO APARELHO DIGESTIVO,CIÊNCIAS EM GASTROENTEROLOGIA,02/01/2017,-
33002010222P2,Ciências em Gastroenterologia,"03. EPIDEMIOLOGIA, METABOLISMO E MECANISMOS MOLECULARES DOS DISTÚRBIOS DA NUTRIÇÃO E OBESIDADE.",CIÊNCIAS EM GASTROENTEROLOGIA,02/01/2017,-
33002010222P2,Ciências em Gastroenterologia,"06. EPIDEMIOLOGIA, METABOLISMO E MECANISMOS MOLECULARES: REPERCUSSÃO NOS TRANSPLANTES DE ÓRGÃOS ABDOMINAIS",CIÊNCIAS EM GASTROENTEROLOGIA,02/01/2017,-
33002010222P2,Ciências em Gastroenterologia,"05. TÓPICOS AVANÇADOS NA INVESTIGAÇÃO DE DOENÇAS HEPÁTICAS VIRAIS, PARASITÁRIAS, METABÓLICAS E AUTO-IMUNES E SUAS COMPLICAÇÕES",CIÊNCIAS EM GASTROENTEROLOGIA,02/01/2017,-
33002010223P9,Ensino de Matemática,ENSINO DE MATEMÁTICA,ENSINO DE MATEMÁTICA,01/01/2012,-
33002010223P9,Ensino de Matemática,EPISTEMOLOGIA E HISTÓRIA DA MATEMÁTICA E DO ENSINO DE MATEMÁTICA,ENSINO DE MATEMÁTICA,01/01/2024,-
33002010223P9,Ensino de Matemática,PROBABILIDADE E ESTATÍSTICA NO ENSINO FUNDAMENTAL E MÉDIO,ENSINO DE MATEMÁTICA,01/01/2024,-
33002010223P9,Ensino de Matemática,MATEMÁTICA NA EDUCAÇÃO BÁSICA: CURRÍCULOS E PROCESSOS DE ENSINO E APRENDIZAGEM,ENSINO DE MATEMÁTICA,01/01/2024,-
33002010223P9,Ensino de Matemática,FORMAÇÃO DE PROFESSORES QUE ENSINAM MATEMÁTICA NA EDUCAÇÃO BÁSICA,ENSINO DE MATEMÁTICA,01/01/2024,-
33002010224P5,ESTUDOS DA TRADUÇÃO,TRADUÇÃO E CORPORA,ESTUDOS DA TRADUÇÃO,01/01/2012,-
33002010224P5,ESTUDOS DA TRADUÇÃO,TRADUÇÃO E POÉTICA,ESTUDOS DA TRADUÇÃO,01/01/2012,-
33002010224P5,ESTUDOS DA TRADUÇÃO,TRADUÇÃO E RECEPÇÃO,ESTUDOS DA TRADUÇÃO,01/01/2012,-
33002010225P1,Tecnologia em Química e Bioquímica,NOVOS MATERIAIS,MESTRADO PROFISSIONAL EM TECNOLOGIA EM QUÍMICA E BIOQUÍMICA,01/01/2012,-
33002010225P1,Tecnologia em Química e Bioquímica,"ANÁLISE QUÍMICA (MÉTODOS TÉRMICOS, ESPECTROSCÓPICOS E DE SEPARAÇÃO)",MESTRADO PROFISSIONAL EM TECNOLOGIA EM QUÍMICA E BIOQUÍMICA,01/01/2012,-
33002010225P1,Tecnologia em Química e Bioquímica,POLÍMEROS E BIOMOLÉCULAS,MESTRADO PROFISSIONAL EM TECNOLOGIA EM QUÍMICA E BIOQUÍMICA,01/01/2012,-
33002010225P1,Tecnologia em Química e Bioquímica,SEGURANÇA QUÍMICA E MEIO AMBIENTE,MESTRADO PROFISSIONAL EM TECNOLOGIA EM QUÍMICA E BIOQUÍMICA,01/01/2017,-
33002010226P8,Museologia,"HISTÓRIA DOS PROCESSOS MUSEOLÓGICOS, COLEÇÕES E ACERVOS",MUSEOLOGIA,01/01/2012,-
